Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
1001251	12	20			
1001261	3913001	1	1	0	
1001271	3025005	1	1	0	
1001272	3055005	1	1	0	
1001281	3913001	1	1	0	
1001291	3913001	1	1	0	
1001301	2993001	1	1	0	
1001311	3913001	1	1	0	
1001321	3024002	1	1	0	
1001331	3054002	1	1	0	
1001341	3913001	1	1	0	
1001351	3913001	1	1	0	
1001361	2993001	1	1	0	
1001371	3913001	1	1	0	
1001381	40114	3			
1001391	40113	3			
1001401	3913001	1	1	0	
1001411	3913001	1	1	0	
1001421	2993001	1	1	0	
1001431	3035003	1	1	0	
1001432	3065003	1	1	0	
1001441	30013	2			
1001451	12	20			
1001461	3914001	1	1	0	
1001471	3914001	1	1	0	
1001481	2994001	1	1	0	
1001491	2994001	1	1	0	
1001501	12	20			
1001511	2994001	1	1	0	
1001521	3914001	1	1	0	
1001531	3015005	1	1	0	
1001532	3045005	1	1	0	
1001541	3914001	1	1	0	
1001551	3914001	1	1	0	
1001561	2994001	1	1	0	
1001571	3914001	1	1	0	
1001581	3034002	1	1	0	
1001591	3064002	1	1	0	
1001601	3914001	1	1	0	
1001611	3914001	1	1	0	
1001621	2994001	1	1	0	
1001631	3914001	1	1	0	
1001641	40114	3			
1001651	40113	3			
1001661	3914001	1	1	0	
1001671	3914001	1	1	0	
1001681	2994001	1	1	0	
1001691	3025002	1	1	0	
1001692	3055002	1	1	0	
1001701	30013	2			
1001711	12	20			
1001721	3914001	1	1	0	
1001731	3914001	1	1	0	
1001741	2994001	1	1	0	
1001751	2994001	1	1	0	
1001761	12	20			
1001771	2994001	1	1	0	
1001781	3914001	1	1	0	
1001791	3015006	1	1	0	
1001792	3045006	1	1	0	
1001801	3914001	1	1	0	
1001811	3914001	1	1	0	
1001821	2994001	1	1	0	
1001831	3914001	1	1	0	
1001841	3914001	1	1	0	
1001851	12	20			
1001861	3914001	1	1	0	
1001871	3914001	1	1	0	
1001881	2994001	1	1	0	
1001891	3914001	1	1	0	
1001901	40114	3			
1001911	40113	3			
1001921	3914001	1	1	0	
1001931	3914001	1	1	0	
1001941	2994001	1	1	0	
1001951	3036001	1	1	0	
1001952	3066001	1	1	0	
1001961	30013	2			
1001971	12	20			
1001981	3914001	1	1	0	
1001991	3914001	1	1	0	
1002001	2994001	1	1	0	
1002011	2994001	1	1	0	
1002021	12	20			
1002031	2994001	1	1	0	
1002041	3914001	1	1	0	
1002051	3016007	1	1	0	
1002052	3046007	1	1	0	
1002061	3914001	1	1	0	
1002071	3914001	1	1	0	
1002081	2994001	1	1	0	
1002091	2994001	1	1	0	
1002101	12	20			
1002111	2994001	1	1	0	
1002121	3914001	1	1	0	
1002131	3026001	1	1	0	
1002132	3056001	1	1	0	
1002201	3914001	1	1	0	
1002211	3914001	1	1	0	
1002221	3914001	1	1	0	
1002231	3914001	1	1	0	
1002241	3914001	1	1	0	
1002251	3914001	1	1	0	
1002261	3914001	1	1	0	
1002271	3914001	1	1	0	
1002281	3914001	1	1	0	
1002291	3914001	1	1	0	
1002301	3914001	1	1	0	
1002311	3914001	1	1	0	
1002321	3914001	1	1	0	
1002331	3914001	1	1	0	
1002341	3914001	1	1	0	
1002351	3914001	1	1	0	
1003071	3016012	1	1	0	
1003072	3046012	1	1	0	
1003111	3026009	1	1	0	
1003112	3056009	1	1	0	
1003181	3026012	1	1	0	
1003182	3056012	1	1	0	
1003221	3036009	1	1	0	
1003222	3066009	1	1	0	
1003301	3036012	1	1	0	
1003302	3066012	1	1	0	
1003341	3016011	1	1	0	
1003342	3046011	1	1	0	
1003351	31104	1			
1003361	31204	1			
1003411	79991	6			
1003412	79992	2			
1003451	79991	6			
1003452	79992	2			
7000000	300	5			
7000010	300	10			
7000020	300	20			
7000030	300	10			
7000040	300	20			
7000050	300	40			
7000060	300	15			
7000070	300	30			
7000080	300	60			
7000090	300	20			
7000100	300	40			
7000110	300	80			
7000120	300	25			
7000130	300	50			
7000140	300	100			
7000150	300	30			
7000160	300	60			
7000170	300	120			
30110	3933001	1	1	0	
30120	3943001	1	1	0	
30130	3953001	1	1	0	
30140	3963001	1	1	0	
30150	3913001	1	1	0	
30160	3923001	1	1	0	
30170	3933001	1	1	0	
30180	3943001	1	1	0	
30190	3953001	1	1	0	
30210	3963001	1	1	0	
30220	3913001	1	1	0	
30230	3923001	1	1	0	
30240	3933001	1	1	0	
30310	3943001	1	1	0	
30320	3953001	1	1	0	
30400	3963001	1	1	0	
30510	3913001	1	1	0	
30520	3923001	1	1	0	
30530	3933001	1	1	0	
30540	3943001	1	1	0	
30550	3953001	1	1	0	
30560	3963001	1	1	0	
30570	3913001	1	1	0	
30580	3923001	1	1	0	
30590	3933001	1	1	0	
30610	3943001	1	1	0	
30620	3953001	1	1	0	
30630	3963001	1	1	0	
30640	3913001	1	1	0	
30650	3923001	1	1	0	
30660	3933001	1	1	0	
30670	3943001	1	1	0	
30680	3953001	1	1	0	
30690	3963001	1	1	0	
30710	3913001	1	1	0	
30720	3923001	1	1	0	
30730	3933001	1	1	0	
30740	3943001	1	1	0	
30810	3953001	1	1	0	
30820	3963001	1	1	0	
30910	3913001	1	1	0	
30920	3923001	1	1	0	
30930	3933001	1	1	0	
30940	3943001	1	1	0	
30950	3953001	1	1	0	
30960	3963001	1	1	0	
30970	3913001	1	1	0	
30980	3923001	1	1	0	
30990	3933001	1	1	0	
31010	3943001	1	1	0	
31020	3953001	1	1	0	
31030	3963001	1	1	0	
31040	3913001	1	1	0	
31050	3923001	1	1	0	
31060	3933001	1	1	0	
31070	3943001	1	1	0	
31080	3953001	1	1	0	
31090	3963001	1	1	0	
31110	3913001	1	1	0	
31120	3923001	1	1	0	
31130	3933001	1	1	0	
31140	3943001	1	1	0	
31210	3953001	1	1	0	
31220	3963001	1	1	0	
31310	3913001	1	1	0	
31320	3923001	1	1	0	
31330	3933001	1	1	0	
31340	3943001	1	1	0	
31350	3953001	1	1	0	
31360	3963001	1	1	0	
31370	3913001	1	1	0	
31380	3923001	1	1	0	
31390	3933001	1	1	0	
31410	3943001	1	1	0	
31420	3953001	1	1	0	
31430	3963001	1	1	0	
31440	3913001	1	1	0	
31450	3923001	1	1	0	
31460	3933001	1	1	0	
31470	3943001	1	1	0	
31480	3953001	1	1	0	
31490	3963001	1	1	0	
31510	3913001	1	1	0	
31520	3923001	1	1	0	
31530	3933001	1	1	0	
31540	3943001	1	1	0	
31610	3953001	1	1	0	
31620	3963001	1	1	0	
31710	3913001	1	1	0	
31720	3923001	1	1	0	
31730	3933001	1	1	0	
31740	3943001	1	1	0	
31750	3953001	1	1	0	
31760	3963001	1	1	0	
31770	3913001	1	1	0	
31780	3923001	1	1	0	
31790	3933001	1	1	0	
31810	3943001	1	1	0	
31820	3953001	1	1	0	
31830	3963001	1	1	0	
31840	3913001	1	1	0	
31850	3923001	1	1	0	
31860	3933001	1	1	0	
31870	3943001	1	1	0	
31880	3953001	1	1	0	
31890	3963001	1	1	0	
31910	3913001	1	1	0	
31920	3923001	1	1	0	
31930	3933001	1	1	0	
31940	3943001	1	1	0	
32010	3953001	1	1	0	
32020	3963001	1	1	0	
32110	3913001	1	1	0	
32120	3923001	1	1	0	
32130	3933001	1	1	0	
32140	3943001	1	1	0	
32150	3953001	1	1	0	
32160	3963001	1	1	0	
32170	3913001	1	1	0	
32180	3923001	1	1	0	
32190	3933001	1	1	0	
32210	3943001	1	1	0	
32220	3953001	1	1	0	
32230	3963001	1	1	0	
32240	3913001	1	1	0	
32250	3923001	1	1	0	
32260	3933001	1	1	0	
32270	3943001	1	1	0	
32280	3953001	1	1	0	
32290	3963001	1	1	0	
32310	3913001	1	1	0	
32320	3923001	1	1	0	
32330	3933001	1	1	0	
32340	3943001	1	1	0	
32410	3953001	1	1	0	
32420	3963001	1	1	0	
32510	3913001	1	1	0	
32520	3923001	1	1	0	
32530	3933001	1	1	0	
32540	3943001	1	1	0	
32550	3953001	1	1	0	
32560	3963001	1	1	0	
32570	3913001	1	1	0	
32580	3923001	1	1	0	
32590	3933001	1	1	0	
32610	3943001	1	1	0	
32620	3953001	1	1	0	
32630	3963001	1	1	0	
32640	3913001	1	1	0	
32650	3923001	1	1	0	
32660	3933001	1	1	0	
32670	3943001	1	1	0	
32680	3953001	1	1	0	
32690	3963001	1	1	0	
32710	3913001	1	1	0	
32720	3923001	1	1	0	
32730	3933001	1	1	0	
32740	3943001	1	1	0	
32810	3953001	1	1	0	
32820	3963001	1	1	0	
32910	3913001	1	1	0	
32920	3923001	1	1	0	
32930	3933001	1	1	0	
32940	3943001	1	1	0	
32950	3953001	1	1	0	
32960	3963001	1	1	0	
32970	3913001	1	1	0	
32980	3923001	1	1	0	
32990	3933001	1	1	0	
33010	3943001	1	1	0	
33020	3953001	1	1	0	
33030	3963001	1	1	0	
33040	3913001	1	1	0	
33050	3923001	1	1	0	
33060	3933001	1	1	0	
33070	3943001	1	1	0	
33080	3953001	1	1	0	
33090	3963001	1	1	0	
33110	3913001	1	1	0	
33120	3923001	1	1	0	
33130	3933001	1	1	0	
33140	3943001	1	1	0	
33210	3953001	1	1	0	
33220	3963001	1	1	0	
33310	3913001	1	1	0	
33320	3923001	1	1	0	
33330	3933001	1	1	0	
33340	3943001	1	1	0	
33350	3953001	1	1	0	
33360	3963001	1	1	0	
33370	3913001	1	1	0	
33380	3923001	1	1	0	
33390	3933001	1	1	0	
33410	3943001	1	1	0	
33420	3953001	1	1	0	
33430	3963001	1	1	0	
33440	3913001	1	1	0	
33450	3923001	1	1	0	
33460	3933001	1	1	0	
33470	3943001	1	1	0	
33480	3953001	1	1	0	
33490	3963001	1	1	0	
33510	3913001	1	1	0	
33520	3923001	1	1	0	
33530	3933001	1	1	0	
33540	3943001	1	1	0	
33610	3953001	1	1	0	
33620	3963001	1	1	0	
10010010	1	1000			
10010020	1	1500			
10010030	1	2000			
10010040	1	2500			
10020010	1	1000			
10020020	1	1500			
10020030	1	2000			
10020040	1	2500			
10030010	1	1500			
10030020	1	2000			
10030030	1	2500			
10030040	1	3000			
10040010	1	1500			
10040020	1	2000			
10040030	1	2500			
10040040	1	3000			
10050010	1	2000			
10050020	1	2500			
10050030	1	3000			
10050040	1	3500			
10060010	1	2000			
10060020	1	2500			
10060030	1	3000			
10060040	1	3500			
10070010	1	2500			
10070020	1	3000			
10070030	1	3500			
10070040	1	4000			
10080010	1	2500			
10080020	1	3000			
10080030	1	3500			
10080040	1	4000			
10110010	1	3000			
10110020	1	3500			
10110030	1	4000			
10110040	1	4500			
11010010	1	1000			
11010020	1	1500			
11010030	1	2000			
11010040	1	2500			
11020010	1	1000			
11020020	1	1500			
11020030	1	2000			
11020040	1	2500			
11030010	1	1500			
11030020	1	2000			
11030030	1	2500			
11030040	1	3000			
11040010	1	1500			
11040020	1	2000			
11040030	1	2500			
11040040	1	3000			
11050010	1	2000			
11050020	1	2500			
11050030	1	3000			
11050040	1	3500			
11060010	1	2000			
11060020	1	2500			
11060030	1	3000			
11060040	1	3500			
11070010	1	2500			
11070020	1	3000			
11070030	1	3500			
11070040	1	4000			
11080010	1	2500			
11080020	1	3000			
11080030	1	3500			
11080040	1	4000			
11110010	1	3000			
11110020	1	3500			
11110030	1	4000			
11110040	1	4500			
12010010	1	1000			
12010020	1	1500			
12010030	1	2000			
12010040	1	2500			
12020010	1	1000			
12020020	1	1500			
12020030	1	2000			
12020040	1	2500			
12030010	1	1500			
12030020	1	2000			
12030030	1	2500			
12030040	1	3000			
12040010	1	1500			
12040020	1	2000			
12040030	1	2500			
12040040	1	3000			
12050010	1	2000			
12050020	1	2500			
12050030	1	3000			
12050040	1	3500			
12060010	1	2000			
12060020	1	2500			
12060030	1	3000			
12060040	1	3500			
12070010	1	2500			
12070020	1	3000			
12070030	1	3500			
12070040	1	4000			
12080010	1	2500			
12080020	1	3000			
12080030	1	3500			
12080040	1	4000			
10010011	30012	2			
10010021	3913001	1	1	0	
10010031	2993001	1	1	0	
10010041	3923001	1	1	0	
10020011	30012	2			
10020021	3933001	1	1	0	
10020031	2993001	1	1	0	
10020041	3943001	1	1	0	
10030011	30012	2			
10030021	3953001	1	1	0	
10030031	2993001	1	1	0	
10030041	3963001	1	1	0	
10040011	30012	2			
10040021	3913001	1	1	0	
10040031	2993001	1	1	0	
10040041	3923001	1	1	0	
10050011	30012	2			
10050021	3934001	1	1	0	
10050031	2994001	1	1	0	
10050041	3944001	1	1	0	
10060011	30012	2			
10060021	3954001	1	1	0	
10060031	2994001	1	1	0	
10060041	3964001	1	1	0	
10070011	30012	2			
10070021	3914001	1	1	0	
10070031	2994001	1	1	0	
10070041	3924001	1	1	0	
10080011	30012	2			
10080021	3934001	1	1	0	
10080031	2994001	1	1	0	
10080041	3944001	1	1	0	
10110011	30012	2			
10110021	3934001	1	1	0	
10110031	2994001	1	1	0	
10110041	3944001	1	1	0	
11010011	30012	2			
11010021	3913001	1	1	0	
11010031	2993001	1	1	0	
11010041	3913001	1	1	0	
11020011	30012	2			
11020021	3913001	1	1	0	
11020031	2993001	1	1	0	
11020041	3913001	1	1	0	
11030011	30012	2			
11030021	3913001	1	1	0	
11030031	2993001	1	1	0	
11030041	3913001	1	1	0	
11040011	30012	2			
11040021	3914001	1	1	0	
11040031	2994001	1	1	0	
11040041	3914001	1	1	0	
11050011	30012	2			
11050021	3914001	1	1	0	
11050031	2994001	1	1	0	
11050041	3914001	1	1	0	
11060011	30012	2			
11060021	3914001	1	1	0	
11060031	2994001	1	1	0	
11060041	3914001	1	1	0	
11070011	30012	2			
11070021	3914001	1	1	0	
11070031	2994001	1	1	0	
11070041	3914001	1	1	0	
11080011	30012	2			
11080021	3914001	1	1	0	
11080031	2994001	1	1	0	
11080041	3914001	1	1	0	
11110011	30012	2			
11110021	3914001	1	1	0	
11110031	2994001	1	1	0	
11110041	3914001	1	1	0	
10010032	30012	2			
10010042	2994001	1	1	0	
10020032	30012	2			
10020042	2994001	1	1	0	
10030032	30012	2			
10030042	2994001	1	1	0	
10040032	30012	2			
10040042	2994001	1	1	0	
10050032	30012	2			
10050042	2994001	1	1	0	
10060032	30012	2			
10060042	2994001	1	1	0	
10070032	30012	2			
10070042	2994001	1	1	0	
10080032	30012	2			
10080042	2994001	1	1	0	
10110032	30012	2			
10110042	2994001	1	1	0	
11010032	30012	2			
11010042	2994001	1	1	0	
11020032	30012	2			
11020042	2994001	1	1	0	
11030032	30012	2			
11030042	2994001	1	1	0	
11040032	30012	2			
11040042	2994001	1	1	0	
11050032	30012	2			
11050042	2994001	1	1	0	
11060032	30012	2			
11060042	2994001	1	1	0	
11070032	30012	2			
11070042	2994001	1	1	0	
11080032	30012	2			
11080042	2994001	1	1	0	
11110032	30012	2			
11110042	2994001	1	1	0	
10120010	1	3500			
10120020	1	4000			
10120030	1	4500			
10120040	1	5000			
10120011	30012	2			
10120021	31204	1			
10120031	31104	1			
10120041	31204	1			
10120032	30012	2			
10120042	31104	1			
11120010	1	3500			
11120020	1	4000			
11120030	1	4500			
11120040	1	5000			
11120011	30012	2			
11120021	31204	1			
11120031	31104	1			
11120041	31204	1			
11120032	30012	2			
11120042	31104	1			
400000	7	160			
400010	7	160			
400020	7	140			
400030	7	160			
400040	7	140			
400050	7	160			
400060	7	120			
400070	7	140			
400080	7	160			
400090	7	120			
400100	7	140			
400110	7	160			
400120	7	120			
400130	7	140			
400140	7	160			
400150	7	120			
400160	7	140			
400170	7	160			
400180	7	120			
400190	7	140			
400200	7	160			
400210	7	140			
400220	7	160			
400230	7	120			
400240	7	140			
400250	7	160			
400260	7	120			
400270	7	140			
400280	7	160			
400290	7	120			
400300	7	140			
400310	7	160			
400001	50000	50			
400011	50000	50			
400021	50000	50			
